Iteration;Amplitude
1798;1,53005
1799;1,52967
1800;1,5179
1801;1,50936
1802;1,49794
1803;1,49376
1804;1,4839
1805;1,47396
1806;1,47061
1807;1,46075
1808;1,45698
1809;1,44961
1810;1,44679
1811;1,449
1812;1,44523
1813;1,44862
1814;1,44698
1815;1,45237
1816;1,45095
1817;1,46032
1818;1,45949
1819;1,47253
1820;1,47401
1821;1,47671
1822;1,48725
1823;1,48885
1824;1,49928
1825;1,50829
1826;1,51019
1827;1,51911
1828;1,52734
1829;1,53787
1830;1,54862
1831;1,56003
1832;1,56367
1833;1,57263
1834;1,57738
1835;1,58747
1836;1,59979
1837;1,60666
1838;1,61578
1839;1,62816
1840;1,6388
1841;1,64046
1842;1,65318
1843;1,65912
1844;1,67113
1845;1,68835
1846;1,68861
1847;1,70052
1848;1,711
1849;1,71876
1850;1,7312
1851;1,74046
1852;1,75002
1853;1,76131
1854;1,76412
1855;1,77143
1856;1,78456
1857;1,79601
1858;1,80294
1859;1,81914
1860;1,82625
1861;1,832
1862;1,8344
1863;1,85048
1864;1,85532
1865;1,86842
1866;1,8729
1867;1,8759
1868;1,88548
